url_length,num_dots,num_slashes,num_digits,has_https,has_suspicious_word,Label
46,2,4,1,0,0,phishing
21,1,3,0,1,0,phishing
20,1,2,0,1,0,legitimate
27,1,3,0,1,0,phishing
43,2,4,1,1,0,phishing
62,3,3,19,1,0,phishing
14,1,2,0,1,0,legitimate
15,1,2,0,1,0,legitimate
49,3,4,4,1,0,phishing
58,2,5,19,1,0,phishing
32,2,3,0,0,0,phishing
16,1,2,0,1,0,legitimate
35,2,3,0,1,0,phishing
24,2,3,1,0,0,phishing
18,1,3,0,1,0,phishing
16,1,2,0,1,0,legitimate
38,2,3,6,1,0,phishing
70,2,6,10,0,0,phishing
22,1,3,1,1,0,phishing
38,2,4,5,0,0,phishing
40,2,3,0,1,0,phishing
35,2,3,0,1,1,phishing
37,2,3,0,0,0,phishing
16,1,2,0,1,0,legitimate
29,2,3,3,1,0,phishing
29,1,2,0,1,0,legitimate
27,1,2,0,1,0,legitimate
39,2,3,0,0,0,phishing
111,4,5,13,0,0,phishing
20,1,2,0,1,0,legitimate
18,1,2,0,1,0,legitimate
61,2,3,2,0,0,phishing
18,1,2,0,1,0,legitimate
62,3,3,24,1,0,phishing
24,2,2,0,1,0,legitimate
30,1,3,0,0,1,phishing
19,1,2,0,1,0,legitimate
15,1,2,0,1,0,legitimate
59,2,3,20,1,0,phishing
31,2,3,5,1,0,phishing
29,1,3,0,0,1,phishing
32,2,3,0,1,0,phishing
49,3,4,4,1,0,phishing
62,3,3,22,1,0,phishing
19,1,2,0,1,0,legitimate
24,1,3,0,0,0,phishing
17,1,2,0,1,0,legitimate
23,1,3,11,0,0,phishing
26,1,3,3,0,1,phishing
18,1,2,0,1,0,legitimate
38,2,3,0,0,0,phishing
80,3,3,20,1,1,phishing
92,3,7,0,1,0,phishing
33,2,3,0,1,0,phishing
23,1,2,0,1,0,legitimate
22,1,2,0,1,0,legitimate
29,1,3,0,0,1,phishing
15,1,2,0,1,0,legitimate
47,4,6,1,1,0,phishing
16,1,2,0,1,0,legitimate
15,1,2,0,1,0,legitimate
43,2,3,0,0,0,phishing
23,1,3,0,1,0,phishing
49,3,3,0,1,1,phishing
37,2,4,4,0,0,phishing
62,3,3,23,1,0,phishing
18,1,2,0,1,0,legitimate
18,1,2,0,1,0,legitimate
36,2,3,0,1,0,phishing
27,2,3,0,1,0,phishing
15,1,2,0,1,0,legitimate
21,1,2,0,1,0,legitimate
62,3,3,24,1,0,phishing
48,6,3,1,1,0,phishing
35,2,3,6,1,0,phishing
15,1,2,0,1,0,legitimate
20,1,2,1,1,0,legitimate
34,3,3,6,0,0,phishing
30,2,3,0,0,0,phishing
30,2,3,0,0,0,phishing
21,1,2,0,1,0,legitimate
42,2,3,0,0,0,phishing
83,3,3,3,1,0,phishing
27,1,2,0,1,0,legitimate
62,3,3,26,1,0,phishing
41,2,3,6,1,0,phishing
24,1,3,0,1,0,phishing
29,2,3,0,1,0,phishing
18,1,2,0,1,0,legitimate
42,2,4,0,1,0,phishing
59,4,4,4,1,0,phishing
29,2,4,0,1,0,phishing
17,1,2,0,1,0,legitimate
25,1,2,0,1,0,legitimate
33,3,3,1,0,0,phishing
24,1,3,0,0,0,phishing
18,1,2,0,1,0,legitimate
24,1,2,0,1,0,legitimate
40,2,3,0,1,0,phishing
27,2,3,1,1,0,phishing
24,1,3,0,0,0,phishing
31,2,3,0,1,0,phishing
62,3,3,25,1,0,phishing
62,3,3,18,1,0,phishing
44,2,4,1,1,0,phishing
30,2,3,2,1,0,phishing
38,2,4,3,0,0,phishing
29,1,3,0,0,1,phishing
19,1,2,0,1,0,legitimate
32,2,3,0,1,0,phishing
38,2,3,0,0,0,phishing
30,2,3,0,1,0,phishing
44,2,5,2,1,0,phishing
85,2,3,18,0,0,phishing
57,4,4,4,0,0,phishing
13,1,2,0,1,0,legitimate
41,2,4,0,1,0,phishing
16,1,2,0,1,0,legitimate
39,3,3,0,1,1,phishing
18,1,3,0,0,0,phishing
26,1,2,0,1,0,legitimate
29,1,3,0,0,1,phishing
19,1,2,0,1,0,legitimate
34,3,3,6,0,0,phishing
15,1,2,0,1,0,legitimate
39,2,3,0,0,0,phishing
33,2,3,3,0,0,phishing
20,1,3,4,0,0,phishing
26,1,3,0,0,0,phishing
35,2,3,4,1,0,phishing
39,2,5,10,0,0,phishing
21,1,3,0,1,0,phishing
16,1,2,0,1,0,legitimate
21,2,2,0,1,0,legitimate
17,1,2,0,1,0,legitimate
117,7,6,13,1,0,phishing
26,1,3,1,1,0,phishing
22,1,2,0,1,0,legitimate
19,1,2,0,1,0,legitimate
18,1,2,0,1,0,legitimate
17,1,2,0,1,0,legitimate
19,1,2,0,1,0,legitimate
21,1,2,0,1,0,legitimate
25,1,2,0,1,0,legitimate
41,3,3,1,1,0,phishing
22,1,2,0,1,0,legitimate
36,2,3,4,1,0,phishing
37,2,3,0,1,0,phishing
39,2,5,10,0,0,phishing
49,4,6,0,0,0,phishing
22,1,2,0,1,0,legitimate
20,1,2,0,1,0,legitimate
16,1,2,0,1,0,legitimate
31,1,4,0,1,0,phishing
23,2,2,0,1,0,legitimate
31,2,3,0,0,0,phishing
17,1,2,0,1,0,legitimate
22,1,3,1,1,0,phishing
17,1,2,0,1,0,legitimate
27,1,3,0,1,0,phishing
23,1,3,0,1,0,phishing
26,1,3,6,0,1,phishing
29,1,3,0,0,1,phishing
17,1,2,0,1,0,legitimate
17,1,2,0,1,0,legitimate
29,1,3,0,0,0,phishing
28,2,3,0,0,0,phishing
62,3,3,23,1,0,phishing
25,3,2,1,1,0,legitimate
16,1,2,0,1,0,legitimate
26,1,3,2,0,1,phishing
36,2,3,0,0,0,phishing
23,1,2,0,1,0,legitimate
35,2,3,6,1,0,phishing
42,2,5,2,1,0,phishing
52,2,3,0,1,0,phishing
44,3,3,4,1,0,phishing
22,1,2,0,1,0,legitimate
50,1,5,0,1,0,phishing
29,1,2,0,1,0,legitimate
14,1,2,0,1,0,legitimate
15,1,2,0,1,0,legitimate
34,2,3,0,1,0,phishing
16,1,2,0,1,0,legitimate
21,1,2,0,1,0,legitimate
17,1,2,0,1,0,legitimate
18,1,2,0,1,0,legitimate
26,2,3,0,0,0,phishing
82,3,3,13,0,0,phishing
35,2,4,0,0,0,phishing
33,2,3,0,1,0,phishing
24,2,2,0,1,0,legitimate
90,2,4,7,0,0,phishing
19,1,2,0,1,0,legitimate
39,2,3,0,1,0,phishing
21,1,2,0,1,0,legitimate
41,3,3,0,0,0,phishing
17,1,2,0,1,0,legitimate
24,1,3,0,0,0,phishing
18,1,3,0,1,0,phishing
31,2,3,0,1,0,phishing
18,2,2,0,1,0,legitimate
23,2,2,0,1,0,legitimate
92,3,7,0,1,0,phishing
19,1,3,0,1,0,phishing
122,3,5,34,1,0,phishing
15,1,2,0,1,0,legitimate
39,2,2,0,1,1,legitimate
48,6,3,2,1,0,phishing
27,2,3,1,1,0,phishing
24,1,2,0,1,0,legitimate
20,1,2,0,1,0,legitimate
25,2,3,2,0,0,phishing
35,2,3,0,0,0,phishing
55,2,4,0,0,0,phishing
19,1,2,0,1,0,legitimate
96,2,6,27,0,0,phishing
21,1,3,0,1,0,phishing
19,1,2,0,1,0,legitimate
43,2,3,0,0,0,phishing
46,2,3,2,1,0,phishing
62,3,3,19,1,0,phishing
62,3,3,24,1,0,phishing
28,1,2,0,1,0,legitimate
41,2,3,6,0,0,phishing
16,1,2,0,1,0,legitimate
38,2,3,0,1,0,phishing
88,2,4,31,1,0,phishing
34,2,3,0,0,0,phishing
16,2,2,0,1,0,legitimate
26,1,3,6,0,1,phishing
24,1,2,0,1,0,legitimate
37,1,4,0,0,0,phishing
21,1,3,0,1,0,phishing
17,1,2,0,1,0,legitimate
83,2,6,22,1,0,phishing
28,1,2,0,1,0,legitimate
66,2,6,0,0,0,phishing
29,2,3,0,1,0,phishing
55,4,4,4,1,0,phishing
44,3,3,4,1,0,phishing
36,2,3,0,0,0,phishing
43,2,3,2,0,0,phishing
90,2,4,7,0,0,phishing
39,2,3,0,0,0,phishing
51,1,4,9,1,0,phishing
23,1,2,0,1,0,legitimate
20,1,2,0,1,0,legitimate
14,1,2,0,1,0,legitimate
39,2,4,0,1,0,phishing
22,1,3,0,0,0,phishing
38,4,4,1,1,1,phishing
24,1,3,0,1,0,phishing
17,1,2,0,1,0,legitimate
89,3,3,22,0,0,phishing
53,2,3,1,0,0,phishing
42,2,3,0,1,0,phishing
15,1,2,0,1,0,legitimate
64,3,3,23,0,0,phishing
24,1,3,0,1,0,phishing
37,2,3,0,0,0,phishing
117,7,6,13,1,0,phishing
27,1,3,0,0,0,phishing
37,2,3,0,0,0,phishing
36,2,3,0,0,0,phishing
46,2,3,4,0,0,phishing
18,1,2,0,1,0,legitimate
18,1,2,0,1,0,legitimate
19,1,2,0,1,0,legitimate
29,1,3,15,1,0,phishing
26,1,3,3,0,1,phishing
31,3,3,6,0,0,phishing
25,2,4,1,0,0,phishing
20,1,2,0,1,0,legitimate
38,2,3,0,0,1,phishing
19,1,2,0,1,0,legitimate
16,1,2,0,1,0,legitimate
100,2,4,30,1,0,phishing
19,1,2,0,1,0,legitimate
48,3,4,2,1,0,phishing
17,1,2,0,1,0,legitimate
18,1,2,0,1,0,legitimate
25,1,2,0,1,0,legitimate
39,2,3,0,0,0,phishing
15,1,2,0,1,0,legitimate
15,1,2,0,1,0,legitimate
22,1,2,0,1,0,legitimate
62,3,3,21,1,0,phishing
41,1,3,3,0,0,phishing
56,1,5,10,0,0,phishing
17,2,2,1,1,0,legitimate
22,1,2,0,1,0,legitimate
44,1,5,0,1,0,phishing
21,1,2,0,1,0,legitimate
40,3,3,0,0,0,phishing
41,2,4,0,1,0,phishing
20,1,2,0,1,0,legitimate
26,1,3,3,0,1,phishing
22,1,2,0,1,0,legitimate
39,2,3,1,0,0,phishing
38,2,3,6,1,0,phishing
19,1,2,0,1,0,legitimate
16,1,2,0,1,0,legitimate
34,3,3,0,1,1,phishing
32,2,4,3,0,0,phishing
30,2,3,0,1,0,phishing
18,1,2,0,1,0,legitimate
24,1,2,0,1,0,legitimate
28,2,3,0,1,0,phishing
59,6,3,1,1,0,phishing
36,3,3,0,1,0,phishing
29,2,4,0,1,0,phishing
21,1,3,0,1,0,phishing
18,1,2,0,1,0,legitimate
15,1,2,0,1,0,legitimate
31,1,3,0,1,0,phishing
46,2,4,0,0,0,phishing
42,3,3,0,0,0,phishing
24,1,3,0,1,0,phishing
39,2,3,0,0,0,phishing
36,2,3,0,1,1,phishing
24,3,2,0,1,0,legitimate
47,2,3,0,0,0,phishing
27,1,2,0,1,0,legitimate
25,2,3,0,0,0,phishing
34,2,3,0,0,1,phishing
39,2,3,0,0,0,phishing
66,5,4,5,0,0,phishing
62,3,3,20,1,0,phishing
16,1,2,0,1,0,legitimate
42,2,3,0,0,0,phishing
55,1,5,10,0,0,phishing
32,1,3,0,1,1,phishing
22,1,2,0,1,0,legitimate
26,2,3,8,1,0,phishing
21,1,3,0,1,0,phishing
49,3,4,4,1,0,phishing
42,2,5,3,0,0,phishing
23,1,4,3,1,0,phishing
60,1,3,5,1,0,phishing
24,1,3,0,1,0,phishing
43,2,5,3,1,0,phishing
43,2,3,2,0,0,phishing
29,1,3,0,0,1,phishing
22,1,2,0,1,0,legitimate
34,2,3,0,0,0,phishing
43,2,3,0,0,0,phishing
22,2,2,0,1,0,legitimate
46,2,3,0,0,0,phishing
15,1,2,0,1,0,legitimate
72,3,4,3,1,0,phishing
42,2,3,0,0,1,phishing
20,2,2,0,1,0,legitimate
23,1,2,0,1,0,legitimate
32,2,4,3,0,0,phishing
48,4,6,1,1,0,phishing
31,3,3,6,0,0,phishing
24,1,3,0,0,0,phishing
18,1,3,0,0,0,phishing
18,1,2,0,1,0,legitimate
15,1,2,0,1,0,legitimate
25,2,2,0,1,0,legitimate
77,3,7,0,1,0,phishing
44,2,3,0,0,1,phishing
27,2,3,0,1,0,phishing
36,2,3,1,0,0,phishing
46,2,5,0,0,0,phishing
41,3,3,0,0,0,phishing
46,2,5,2,0,0,phishing
44,2,3,0,0,1,phishing
48,2,3,4,1,0,phishing
18,1,2,0,1,0,legitimate
28,2,3,0,0,0,phishing
17,1,2,0,1,0,legitimate
39,2,3,1,0,0,phishing
17,1,2,0,1,0,legitimate
35,1,3,4,0,0,phishing
57,2,3,0,0,0,phishing
38,2,3,0,0,0,phishing
63,2,3,20,1,0,phishing
32,2,3,0,0,0,phishing
83,3,3,6,1,0,phishing
77,3,8,10,0,0,phishing
47,3,4,4,1,0,phishing
17,2,2,0,1,0,legitimate
52,3,4,4,1,0,phishing
23,1,3,0,1,0,phishing
21,1,2,3,1,0,legitimate
29,2,4,0,1,0,phishing
27,2,3,1,1,0,phishing
48,2,3,3,1,0,phishing
22,1,2,0,1,0,legitimate
20,1,2,0,1,0,legitimate
33,2,3,0,1,0,phishing
45,2,5,3,1,0,phishing
52,3,4,4,1,0,phishing
23,1,2,0,1,0,legitimate
16,1,2,0,1,0,legitimate
15,1,2,0,1,0,legitimate
26,1,3,3,0,1,phishing
33,2,3,0,1,0,phishing
31,3,3,6,0,0,phishing
19,1,2,0,1,0,legitimate
22,1,2,0,1,0,legitimate
44,3,3,4,0,0,phishing
17,1,2,0,1,0,legitimate
111,4,5,13,0,0,phishing
48,2,3,4,1,0,phishing
26,1,3,3,0,1,phishing
15,1,2,0,1,0,legitimate
62,3,3,24,1,0,phishing
46,2,4,0,0,0,phishing
39,2,4,10,1,0,phishing
19,1,2,0,1,0,legitimate
72,2,4,14,1,0,phishing
28,2,3,0,1,0,phishing
22,1,2,0,1,0,legitimate
19,1,2,0,1,0,legitimate
15,1,2,0,1,0,legitimate
62,3,3,21,1,0,phishing
38,2,3,0,0,0,phishing
83,2,6,22,1,0,phishing
20,1,2,0,1,0,legitimate
18,1,2,0,1,0,legitimate
22,1,2,0,1,0,legitimate
17,1,2,0,1,0,legitimate
20,2,2,0,1,0,legitimate
31,2,3,1,0,0,phishing
56,1,5,10,0,0,phishing
22,1,3,0,0,0,phishing
38,2,3,0,0,0,phishing
31,2,3,2,1,0,phishing
32,2,3,0,1,0,phishing
48,3,3,0,1,0,phishing
19,1,2,0,1,0,legitimate
26,1,3,2,0,1,phishing
19,1,2,0,1,0,legitimate
27,1,2,0,1,0,legitimate
54,5,3,5,0,0,phishing
62,3,3,22,1,0,phishing
16,1,2,0,1,0,legitimate
17,2,2,0,1,0,legitimate
31,2,3,8,0,0,phishing
41,2,5,2,0,0,phishing
22,2,2,0,1,0,legitimate
14,1,2,0,1,0,legitimate
39,3,3,1,1,0,phishing
34,2,3,0,0,0,phishing
21,2,2,1,1,0,legitimate
18,1,2,0,1,0,legitimate
29,1,3,0,0,1,phishing
56,2,4,4,1,1,phishing
161,1,5,38,0,0,phishing
50,3,3,4,0,0,phishing
62,3,3,24,1,0,phishing
24,1,2,0,1,0,legitimate
43,2,3,0,0,0,phishing
23,2,2,0,1,0,legitimate
45,2,3,0,1,0,phishing
42,2,4,0,1,0,phishing
23,2,3,4,1,0,phishing
15,1,2,0,1,0,legitimate
47,1,5,0,1,0,phishing
28,2,3,0,1,0,phishing
33,2,3,0,0,1,phishing
61,2,3,2,0,0,phishing
39,3,4,0,1,0,phishing
23,1,2,0,1,0,legitimate
32,2,3,0,1,0,phishing
23,1,3,0,0,0,phishing
27,2,3,0,1,0,phishing
36,2,3,0,0,0,phishing
26,1,3,0,0,0,phishing
62,3,3,26,1,0,phishing
21,1,3,0,1,0,phishing
41,2,3,0,1,0,phishing
20,1,2,0,1,0,legitimate
22,2,2,0,1,0,legitimate
22,1,3,0,1,0,phishing
62,3,3,17,1,0,phishing
107,7,6,17,1,0,phishing
33,2,3,0,0,0,phishing
62,3,4,0,0,0,phishing
43,2,4,0,1,0,phishing
26,2,2,0,1,0,legitimate
35,2,3,0,1,1,phishing
20,1,2,0,1,0,legitimate
62,3,3,20,1,0,phishing
20,2,2,0,1,0,legitimate
80,3,3,27,1,0,phishing
25,1,3,3,1,0,phishing
13,1,2,0,1,0,legitimate
81,3,7,0,1,0,phishing
17,1,2,0,1,0,legitimate
48,3,3,4,1,0,phishing
35,2,3,4,1,0,phishing
89,4,8,10,0,0,phishing
29,1,3,0,0,1,phishing
43,3,6,0,1,0,phishing
22,1,2,0,1,0,legitimate
47,2,3,0,1,0,phishing
39,2,3,0,1,0,phishing
38,2,3,0,0,0,phishing
36,2,3,0,0,0,phishing
36,2,3,0,1,1,phishing
31,2,3,0,0,0,phishing
62,3,3,23,1,0,phishing
15,1,2,0,1,0,legitimate
22,1,2,0,1,0,legitimate
29,1,4,0,1,0,phishing
14,1,2,0,1,0,legitimate
32,1,3,0,1,1,phishing
15,1,2,0,1,0,legitimate
56,1,5,10,0,0,phishing
41,1,3,3,0,0,phishing
62,3,3,20,1,0,phishing
27,2,3,3,1,0,phishing
16,1,2,0,1,0,legitimate
46,2,5,2,0,0,phishing
14,1,2,0,1,0,legitimate
39,2,4,2,0,0,phishing
39,2,3,0,1,0,phishing
59,4,4,4,1,0,phishing
22,1,3,0,1,0,phishing
21,1,2,0,1,0,legitimate
30,1,2,0,1,0,legitimate
17,1,2,0,1,0,legitimate
77,3,3,4,1,0,phishing
31,2,3,2,1,0,phishing
28,2,3,0,1,0,phishing
72,2,4,14,1,0,phishing
12,1,2,0,1,0,legitimate
27,2,3,0,1,0,phishing
42,3,3,0,1,0,phishing
31,1,3,0,0,1,phishing
75,3,4,2,1,0,phishing
31,2,3,0,1,0,phishing
18,1,2,0,1,0,legitimate
42,2,3,0,1,0,phishing
171,2,12,62,0,0,phishing
24,1,3,0,0,0,phishing
32,1,3,0,0,0,phishing
33,1,3,0,0,1,phishing
19,1,2,0,1,0,legitimate
15,1,2,0,1,0,legitimate
28,2,3,2,0,0,phishing
48,2,3,3,1,0,phishing
17,1,2,0,1,0,legitimate
30,2,3,0,0,0,phishing
24,2,2,0,1,0,legitimate
16,1,2,0,1,0,legitimate
17,1,2,0,1,0,legitimate
28,2,3,0,0,0,phishing
43,2,3,2,0,0,phishing
54,2,3,0,0,0,phishing
35,2,3,1,1,0,phishing
33,2,3,0,1,0,phishing
86,4,8,11,0,0,phishing
42,2,4,0,1,0,phishing
19,1,2,0,1,0,legitimate
36,2,3,0,1,0,phishing
23,1,2,0,1,0,legitimate
24,3,3,1,0,0,phishing
15,1,2,0,1,0,legitimate
66,5,4,5,0,0,phishing
14,1,2,0,1,0,legitimate
17,1,2,0,1,0,legitimate
90,2,5,10,1,0,phishing
36,2,3,0,0,0,phishing
49,3,4,4,1,0,phishing
48,6,3,2,1,0,phishing
34,2,3,0,1,0,phishing
28,2,3,0,1,0,phishing
62,3,3,23,1,0,phishing
48,4,6,1,1,0,phishing
36,2,3,4,1,0,phishing
37,2,3,3,1,0,phishing
27,2,3,0,1,0,phishing
57,4,4,4,1,0,phishing
35,2,3,2,1,0,phishing
29,1,4,0,1,0,phishing
36,2,3,0,0,0,phishing
62,3,3,19,1,0,phishing
35,2,3,1,1,0,phishing
34,2,3,0,1,0,phishing
42,2,5,2,1,0,phishing
32,1,4,0,1,0,phishing
15,1,2,0,1,0,legitimate
26,1,3,0,0,0,phishing
43,3,6,0,1,0,phishing
20,1,2,0,1,0,legitimate
44,2,3,0,0,0,phishing
68,1,5,10,1,0,phishing
26,1,2,0,1,0,legitimate
16,1,2,0,1,0,legitimate
24,2,3,0,0,0,phishing
89,3,3,22,0,0,phishing
22,1,2,0,1,0,legitimate
36,2,3,0,1,0,phishing
29,1,3,0,0,1,phishing
18,1,2,0,1,0,legitimate
23,1,2,0,1,0,legitimate
17,1,2,0,1,0,legitimate
76,3,4,2,1,0,phishing
47,2,3,0,1,0,phishing
39,3,3,0,1,0,phishing
59,4,4,4,1,0,phishing
24,1,3,0,0,0,phishing
24,1,3,0,1,0,phishing
37,2,3,1,1,0,phishing
33,2,3,0,1,0,phishing
45,2,3,0,0,0,phishing
40,2,3,0,1,0,phishing
33,2,3,0,1,0,phishing
61,3,3,22,0,0,phishing
37,1,4,0,0,0,phishing
42,2,3,0,0,0,phishing
20,1,2,0,1,0,legitimate
41,3,3,0,0,0,phishing
48,3,3,0,1,0,phishing
21,1,2,0,1,0,legitimate
48,2,5,13,0,0,phishing
23,2,3,4,1,0,phishing
27,1,3,0,1,0,phishing
49,3,3,0,1,1,phishing
17,1,2,0,1,0,legitimate
21,1,2,0,1,0,legitimate
17,1,2,0,1,0,legitimate
29,1,3,0,0,1,phishing
40,2,3,0,1,0,phishing
36,2,3,0,1,0,phishing
23,2,2,0,1,0,legitimate
41,2,3,6,1,0,phishing
15,1,2,0,1,0,legitimate
37,2,4,0,0,1,phishing
47,2,3,0,1,0,phishing
15,1,2,0,1,0,legitimate
39,2,4,0,1,0,phishing
31,2,3,2,1,0,phishing
62,3,3,22,1,0,phishing
24,1,3,0,1,0,phishing
69,3,3,25,1,0,phishing
35,2,3,6,1,0,phishing
21,1,3,0,1,0,phishing
29,1,3,0,0,1,phishing
62,3,3,18,1,0,phishing
41,2,4,0,1,0,phishing
21,1,3,0,1,0,phishing
50,3,4,4,1,0,phishing
27,2,3,0,1,0,phishing
46,2,3,4,0,0,phishing
54,5,3,5,0,0,phishing
16,1,2,0,1,0,legitimate
18,2,2,0,1,0,legitimate
21,1,2,0,1,0,legitimate
48,3,3,4,0,0,phishing
19,1,2,0,1,0,legitimate
19,1,2,0,1,0,legitimate
70,2,6,10,0,0,phishing
24,1,3,0,0,0,phishing
41,2,4,0,1,0,phishing
15,1,2,0,1,0,legitimate
38,2,3,1,1,0,phishing
48,3,4,2,1,0,phishing
27,1,3,0,0,0,phishing
24,2,2,0,1,0,legitimate
33,2,3,0,0,1,phishing
24,1,3,0,1,0,phishing
14,1,2,0,1,0,legitimate
25,1,2,0,1,0,legitimate
80,3,3,27,1,0,phishing
28,2,3,0,0,0,phishing
52,2,3,0,1,1,phishing
51,1,4,9,1,0,phishing
27,2,2,0,1,0,legitimate
42,2,3,0,0,0,phishing
43,2,5,0,1,0,phishing
36,2,3,1,0,0,phishing
32,2,3,0,1,0,phishing
24,1,3,0,0,0,phishing
14,1,2,0,1,0,legitimate
36,3,3,0,1,0,phishing
18,1,2,0,1,0,legitimate
31,1,3,0,0,1,phishing
26,1,3,1,0,1,phishing
35,2,3,0,0,0,phishing
26,1,3,3,0,1,phishing
29,1,3,0,0,1,phishing
37,2,4,4,0,0,phishing
39,2,3,0,0,0,phishing
83,3,3,3,1,0,phishing
20,1,2,0,1,0,legitimate
36,2,3,0,1,0,phishing
26,2,3,0,0,0,phishing
43,2,3,0,0,0,phishing
15,1,2,0,1,0,legitimate
62,3,3,20,1,0,phishing
21,1,2,0,1,0,legitimate
62,3,3,22,1,0,phishing
18,1,2,0,1,0,legitimate
39,2,4,10,1,0,phishing
18,1,2,0,1,0,legitimate
32,1,4,2,0,0,phishing
27,2,3,0,1,0,phishing
16,1,2,0,1,0,legitimate
25,1,3,0,1,0,phishing
69,3,3,25,1,0,phishing
55,2,4,0,0,0,phishing
55,2,3,4,0,0,phishing
22,1,3,0,0,0,phishing
45,2,4,0,1,0,phishing
23,1,2,0,1,0,legitimate
26,2,3,0,0,0,phishing
21,1,3,3,0,0,phishing
18,1,3,3,1,0,phishing
15,1,2,0,1,0,legitimate
24,2,3,0,0,0,phishing
19,2,2,0,1,0,legitimate
41,3,3,1,1,0,phishing
18,1,2,0,1,0,legitimate
29,2,4,0,1,0,phishing
14,1,2,0,1,0,legitimate
14,1,2,0,1,0,legitimate
24,2,4,1,0,0,phishing
31,2,3,0,0,0,phishing
48,6,3,1,1,0,phishing
26,1,3,0,0,0,phishing
62,3,3,19,1,0,phishing
26,1,3,2,0,1,phishing
46,6,3,1,1,0,phishing
17,1,2,0,1,0,legitimate
19,1,2,0,1,0,legitimate
29,1,4,0,1,0,phishing
18,1,2,0,1,0,legitimate
29,2,3,0,1,0,phishing
62,3,3,23,1,0,phishing
44,3,3,4,1,0,phishing
18,1,2,0,1,0,legitimate
61,3,3,23,0,0,phishing
20,1,2,1,1,0,legitimate
19,1,2,0,1,0,legitimate
23,1,3,11,0,0,phishing
16,1,2,0,1,0,legitimate
23,1,3,0,1,0,phishing
123,3,6,34,1,0,phishing
36,2,3,0,0,0,phishing
18,1,2,0,1,0,legitimate
31,3,3,6,0,0,phishing
44,3,3,4,0,0,phishing
17,1,2,0,1,0,legitimate
38,2,4,3,0,0,phishing
25,1,3,0,1,0,phishing
17,2,2,0,1,0,legitimate
87,4,8,11,0,0,phishing
161,1,5,37,0,0,phishing
31,2,3,2,1,0,phishing
15,1,2,0,1,0,legitimate
