URL,Label
https://pub-c0c326d288cf4c5b80a80b10af7d23f5.r2.dev/index.html,phishing
https://apnews.com,legitimate
https://shutterstock.com,legitimate
https://ted.com,legitimate
https://pub-c0c326d288cf4c5b80a80b10af7d23f5.r2.dev/index.html,phishing
https://windows.net,legitimate
https://narzoniz.github.io/neelam,phishing
http://ff.sukienvip-garena.io.vn/,phishing
https://epplae.pet-ut-treatment.com/aplee/,phishing
https://beian.gov.cn,legitimate
http://idorangefr7.godaddysites.com/,phishing
http://www.instapass.fr/,phishing
http://example223.wixsite.com/my-site/,phishing
https://business.site,legitimate
https://clbkpemulih4nn.homeonline.biz.id/,phishing
http://flowcode.com/p/efMKP0wY5L,phishing
https://uk.com,legitimate
http://npca.netflix.com.id1.karasantan.web.id/,phishing
http://www.bonusumgaranti.info/,phishing
http://www.telegramhcn.com/,phishing
http://steam.poweredworkitem.com/filedetails/sharedfile/id=3204295397/,phishing
https://peruiasm.com/m/login,phishing
http://kk60.cc/,phishing
https://substack.com,legitimate
https://fda.gov,legitimate
https://deep1416.github.io/home-of-netflix/,phishing
https://pub-769cdd6f40174a9dafbc4dc10d1d55f1.r2.dev/index.html,phishing
https://memopeibattu-8791.vercel.app/tal.gonex/,phishing
http://website-clone-html-css.netlify.app/,phishing
http://service-client.godaddysites.com/,phishing
http://mietaessskl0gimi.godaddysites.com/,phishing
https://trustpilot.com,legitimate
https://alter-eg0s.github.io/grade-changer/,phishing
https://wandulct.eventsinindonesia.com/rever.php,phishing
https://google.com,legitimate
https://h5.z3v2.com/index.html#/pages/active/active?inviter=66408923&domain=h5.z3v2.com&landing=h5.3y4j.com,phishing
http://www.551001.me/promo.html,phishing
https://web.archive.org,legitimate
https://pub-6ff145fcc44944dbad18bef4dd988852.r2.dev/index.html,phishing
http://pub-d89ac214e5f14f29ac8d34c1c299278a.r2.dev/z9.html,phishing
https://arcgis.com,legitimate
http://pages.tempisite.com/facebook-azerbaijan,phishing
https://zouzelleiprepre-4308.vercel.app/ratixx.html/,phishing
http://kucoiinspacelogn.godaddysites.com/,phishing
https://tw.midaspowers.com/,phishing
https://h5.share-idn.com/index.html#/pages/active/active?inviter=50207516&domain=h5.share-idn.com&landing=h5.0x3p.com,phishing
http://cdn.dragon.cere.network/833/baear4icf6dtx3h6e6gglnfpr6yyweit5udvc6rn7bya2hlyyhanldeqlaq/dhltracking.html,phishing
http://steamconmumity.com/gift/activation/id=1561143305,phishing
https://bit.ly,legitimate
https://pub-7de030c98a6740c8991a8d1291b6513e.r2.dev/index.html,phishing
http://jagej73796.wixsite.com/my-site/,phishing
http://solutionfun.info/landingpage/d44e60b2-1095-4555-baee-4798d0799391/c4wsgraqewcyyphkef1rqprsfkv2w7xxazgvwqkrp_0,phishing
http://fnxyzihiendz.top/login,phishing
http://www.is.gd/SJxj2z/,phishing
https://kriiaakeenloviine.gitbook.io/,phishing
http://nv-metmskilogi.godaddysites.com/,phishing
http://okqmxiemzoem.top/,phishing
https://163.com,legitimate
https://hhs.gov,legitimate
http://meuthmasklogin.gitbook.io/,phishing
https://jamanetwork.com,legitimate
http://sites.google.com/view/pecialmorals/home,phishing
https://upenn.edu,legitimate
https://pub-6ff9aaa2cd4143d7b3a44ac161ceb19a.r2.dev/index.html,phishing
http://nvdtbzzzpdpe.top/,phishing
http://vdv.oqp.mybluehost.me/website_997728e1/wp-admin/includes/bookmark/638/3dsece.php,phishing
https://metamiisklogixx.godaddysites.com/,phishing
https://addthis.com,legitimate
https://apa.org,legitimate
http://www.alfolw.dk/[email%C3%83%C2%A3%C3%82%C2%83%C3%83%C2%A2%C3%82%C2%82protected].zip,phishing
https://www.trustwallet.divinaldec.com/,phishing
https://slaemcoonnmnumnlty.com/loigun/murmik/ortop,phishing
https://variety.com,legitimate
https://noreplyleamanager.wixsite.com/offisesendproo,phishing
https://freepik.com,legitimate
https://netflix.com,legitimate
https://pub-c83e6c94c61249bf8667914f85590f97.r2.dev/currently%20attachments.html,phishing
http://reward-ff.garenaind.com/,phishing
https://waalletcconect.gitbook.io/us,phishing
http://klai.xx4ci.my.id/,phishing
https://coniabaseprolognus.gitbook.io/,phishing
http://68agbdrx2.top/login,phishing
https://policies.google.com,legitimate
https://maps.google.com,legitimate
https://truzorwullatr.gitbook.io/,phishing
https://channel-xq.buzz/tme,phishing
http://www.netflix-dual-subtitles.com/,phishing
https://yale.edu,legitimate
https://pub-2deedb30aff5494b826a955e4e27f0d5.r2.dev/index.html,phishing
http://tegegram.dhlmxpost.vip/,phishing
http://clentregaexpres.com/,phishing
http://omgtower.netlify.app/spotify-iphone-control-mac,phishing
https://io-upheldlogin.gitbook.io/us,phishing
https://un.org,legitimate
http://metamaskdapp.top/,phishing
https://open.spotify.com,legitimate
https://pub-ec5ded36a0e64c7e9b54f2729e83f38d.r2.dev/index.html,phishing
https://cnet.com,legitimate
https://dintfarm.top/YHbm6ie/16969958228128159595871151/,phishing
https://matterport.com,legitimate
https://pub-eb8c27d821f3450d987b2330d29ae92c.r2.dev/index.html,phishing
https://umn.edu,legitimate
http://server.h74w.com/invite/12536668/,phishing
https://typeform.com,legitimate
http://pchekolejehrpostj.7d7sr35izl.free.hr/,phishing
https://kcoinbisaecoinserror.azurewebsites.net/,phishing
https://unesco.org,legitimate
https://azurewebsites.net,legitimate
http://9825057365.com/,phishing
https://amazoneclothing.sbs/com/,phishing
https://tik-seller.net/,phishing
https://makaansearch.com/1at0/ATO/index2.html,phishing
https://youronlinechoices.com,legitimate
https://elsevier.com,legitimate
http://lpeqemxeprfh.top/login,phishing
https://goodreads.com,legitimate
https://docs-bridge-trzro.github.io/en-us/,phishing
https://sina.com.cn,legitimate
https://ch7-zeta.vercel.app/intest.html,phishing
https://gouv.fr,legitimate
https://zendesk.com,legitimate
http://dxyezzxkrvqf.top/login,phishing
http://resisted-amusing-driver.glitch.me/public/index_CNC.html,phishing
http://workersremotelyfix.pages.dev/,phishing
https://hfsrtyuiopytrytrety-yretyu6545ytugy.pages.dev/,phishing
https://intellimerge.xyz/,phishing
https://pendaftaran-gas-elpji.resmi.web.id/,phishing
https://nvidia.com,legitimate
https://frontiersin.org,legitimate
https://abc.net.au,legitimate
http://dssbmeftibda.top/,phishing
https://creativeservices.netflix.com.id1.karasantan.web.id/,phishing
http://www.iwnjdk.top/,phishing
https://pac-trackingiv.top/i/,phishing
http://www.svipmall.shop/,phishing
http://makaansearch.com/1at0/ATO/personal.html,phishing
https://hubspot.com,legitimate
https://quoifitrettuppe-6521.vercel.app/ruu.html/hwkls.html,phishing
https://docker.com,legitimate
https://promunnomenni-2290.vercel.app/ruu.html/hwkls.html,phishing
http://apply-verified-badge0-service-form.vercel.app/,phishing
https://vice.com,legitimate
https://goo.su/VN2O9,phishing
https://geamin-logiusa.godaddysites.com/,phishing
https://sciencedirect.com,legitimate
https://repte.beauty/+ntgljyxm2k0sel2,phishing
http://bitvavobdjskdbdjfa.cc/,phishing
https://sourceforge.net,legitimate
http://coiin-base-prroloogginn.godaddysites.com/,phishing
https://nginx.org,legitimate
https://themeisle.com,legitimate
https://pub-e3953676f2eb45c8a55de54223357830.r2.dev/index.html,phishing
http://flowcode.com/p/efMKP0wY5L,phishing
https://makaansearch.com/1at0/ATO/otp2.html,phishing
https://ymbzgoze.com/,phishing
https://sainojwl.com/,phishing
https://wikihow.com,legitimate
http://idkbsmvenxtm.top/,phishing
https://googleblog.com,legitimate
http://apply-verified-badge0-service-form.vercel.app/,phishing
http://www.extremas.com.ar/dir/fr/am/paiement.php,phishing
https://pinterest.com,legitimate
https://sharepoint.com,legitimate
https://25267356.cdpnk.my/,phishing
http://zenuenlwineb.top/login,phishing
https://chrome.google.com,legitimate
https://themetamask.co/,phishing
https://sroemcoommnumnlty.com/eril/btriv/hei,phishing
https://beian.miit.gov.cn,legitimate
http://idorangefr1.weebly.com/,phishing
https://latam-omeg.vercel.app/,phishing
http://idkbsmvenxtm.top/,phishing
https://aljazeera.com,legitimate
http://amazon-261.pages.dev/,phishing
https://wisc.edu,legitimate
https://rakuten-carda.info/,phishing
https://mozilla.org,legitimate
https://guzhinb.akuanakmamah.de/,phishing
https://suport-page-help.com/abc,phishing
https://etsy.com,legitimate
http://support-metahelpcenter-id100003498934.netlify.app/help/support/client_id=900521099500510/,phishing
https://perbaikan-akun-dana.dnyjis.biz.id/,phishing
https://clubbmxbogota.com/s_generale/societe-generale%20v1.2%2026-08-2024%20(1)%20(4)/societe-generale%20v1.2%2026-08-2024,phishing
https://makaansearch.com/1at0/ATO/otp.html,phishing
https://php.net,legitimate
https://www.suport-page-help.com/contract/support-case-id=61567278831000,phishing
https://att-sign-in-101996.weebly.com/,phishing
http://coiin-base-prroloogginn.godaddysites.com/,phishing
https://telegram.me,legitimate
https://doros.kinsta.cloud/wp-content/upgrade/ddprojet/pages/infromation-page.php,phishing
https://sroemcoommnumnlty.com/qitio/nenutr/babnu,phishing
https://pub-a0123fda45df41aeaba40d3946ae8f14.r2.dev/index.html,phishing
http://mother.pics/+T8pkx03xSSeXR8e,phishing
https://amazon.de,legitimate
https://kemittrra-perttamiina-pgn-tm.zpro.shop/,phishing
https://arxiv.org,legitimate
http://hhhhfdcv14.icu/,phishing
https://hp.com,legitimate
https://kouwanouzizoi-4919.vercel.app/mixcc.html,phishing
https://makaansearch.com/1at0/ATO/index.html,phishing
https://antaidossiersuivamendimpayeerf33.zynekcctv.com/amandes/,phishing
http://qksnzbdxbdhe.top/,phishing
https://nih.gov,legitimate
https://amazon-ui-clone-zeta.vercel.app/,phishing
https://workspaceupdates.googleblog.com,legitimate
https://gemsini-login.gitbook.io/us,phishing
http://www.551001.me/promo.html,phishing
https://uchicago.edu,legitimate
https://ukmallvip.shop/,phishing
https://quydoi-lienquan.com/GICT7WUNAr3n4BsVnH8vSGghzEC%3EFB,phishing
http://www.551001.me/agent.html,phishing
https://support.zoom.us.id1.karasantan.web.id/,phishing
https://allaboutcookies.org,legitimate
https://debian.org,legitimate
https://down.tiktok881.com/,phishing
https://bocekilacla.com/,phishing
https://mayoclinic.org,legitimate
https://quaprobreusorau-5083.vercel.app/ruu.html/hwkls.html,phishing
http://enjoygiftamz.fun/,phishing
https://foxnews.com,legitimate
http://att-mail-109008.weeblysite.com/,phishing
http://mmtam-sakwalllet.gitbook.io/,phishing
https://wandulct.eventsinindonesia.com/,phishing
https://lowaller.shop/+hnhetia6rrkxd3l,phishing
https://fb.watch,legitimate
https://engadget.com,legitimate
http://tx6fpyhgc.top/login,phishing
https://fb.com,legitimate
https://paradigmasa.com.co/,phishing
https://taobao.com,legitimate
http://metaamsklofgine.godaddysites.com/,phishing
http://k96zujleb.top/login,phishing
https://macromedia.com,legitimate
http://iw2091-2100.netlify.app/,phishing
https://t.me,legitimate
https://glisteningtoksnev.netlify.app/,phishing
http://seller.ebay-shopprodjs.com/,phishing
http://telegramgr0upd4tingherexxx69.pages.dev/,phishing
http://xq5ns1k6w.top/login,phishing
https://mobile.twitter.com,legitimate
http://coinnbase-pro-logiin.godaddysites.com/,phishing
https://medicalnewstoday.com,legitimate
https://teamviewer.com,legitimate
https://usda.gov,legitimate
https://youtu.be,legitimate
https://pp.jsyvvriijl.bond/,phishing
https://suport-page-manage.com/robots.txt/,phishing
http://www.spotifyplaybackspeed.com/,phishing
https://readthedocs.io,legitimate
https://epa.gov,legitimate
https://yahoo.com,legitimate
https://plos.org,legitimate
http://www.shanny.ca/uu/25GB/index2.php,phishing
https://stackoverflow.com,legitimate
https://u.infotrackdxf.top/l,phishing
http://verified-get-tick.vercel.app/,phishing
https://defiwebconnect.pages.dev/dist/website,phishing
https://hugedomains.com,legitimate
https://helpwlltcoct.gitbook.io/en-us,phishing
https://docs-bridge-trzro.github.io/en-us/,phishing
https://nist.gov,legitimate
https://web.whatsapp.com,legitimate
https://bund.de,legitimate
http://zenuenlwineb.top/login,phishing
https://statista.com,legitimate
http://conobassprologi.godaddysites.com/,phishing
http://qtk.nir.mybluehost.me/dbs.com.html?entity=31321,phishing
http://shopify-xp.shop/wap/,phishing
http://service-client.godaddysites.com/,phishing
http://steam.poweredworkitem.com/filedetails/sharedfile/id=3204295397/,phishing
https://muybbtemail9on28s.weebly.com/,phishing
https://pub-1f6eb1dee0cb430894854e27a19a83be.r2.dev/index.html,phishing
http://mozimzemerly.pages.dev/,phishing
https://pub-a8b03f861d264838bc70b3737ea516ed.r2.dev/index.html,phishing
http://alfolw.dk/[email%C3%A3%C2%A3%C3%A2%C2%83%C3%A3%C2%A2%C3%A2%C2%82protected].zip,phishing
https://bedtitan.firebaseapp.com/,phishing
https://xing.com,legitimate
https://deep1416.github.io/home-of-netflix/,phishing
http://metamaosklgin.gitbook.io/us/,phishing
https://wp.com,legitimate
https://nytimes.com,legitimate
https://theverge.com,legitimate
https://amazon051.github.io/prueva051,phishing
https://sciencedaily.com,legitimate
http://datrennenima-4673.vercel.app/mixcc.html/index.html,phishing
https://kouwanouzizoi-4919.vercel.app/mixcc.html,phishing
https://drive.google.com,legitimate
http://68agbdrx2.top/,phishing
https://mint-openseaboxc-xi.vercel.app/,phishing
http://dijallecibo-6130.vercel.app/ratixx.html,phishing
https://sninhmall.com/,phishing
https://baidu.com,legitimate
http://pub-9c4181be917b4f29b6cc99c1ac769498.r2.dev/index.html,phishing
https://scientificamerican.com,legitimate
https://antaidossiersuivamendimpayeerf33.zynekcctv.com/amandes/3dsece.php,phishing
https://jotform.com,legitimate
http://tomhapxanonj.cyou/login,phishing
http://steancommnunity.com/847302df7fcbec6aec54dacd5bbcb51a/c3RlYW1jb25tdW1pdHkuY29t/aHR0cDovL3N0ZWFuY29tbW51bml0eS5jb20vZ2lmdC9hY3RpdmF0aW9uL2lkPTExMzEzNDEwNzk=,phishing
http://www.americanexpressempresas.com/,phishing
https://www.trustwallet.divinaldec.com/,phishing
https://sroemcoommnumnlty.com/qitio/nenutr/babnu,phishing
https://weibo.com,legitimate
https://nasa.gov,legitimate
https://96037586365.com:9900/,phishing
http://cbasaprologi-us.gitbook.io/,phishing
https://example.com,legitimate
http://www.telegramhcn.com/,phishing
